DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-05_beckymcclain8_638,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
638 - DIABETES W CC,490041,MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602,VA - Newport News,15,14190.33,4867.53,3555.66,1710,USCGeocoder,46.8822,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,62742.346886754,ArealInterpolationGeometricCentroid,Parcel,99.7485207100592,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,37.144442748786,-76.511180718259,Relaxed,TwoThousandTen,56000,5720,,94851,0,47260,2028,2,0321.13,700,51,1,ResidenceStreetAddress,2,,,BERNARDINE,DR,,,,,,NEWPORT NEWS,VA,23602,,,,,,,,,,,,,,,,,,2,,,BERNARDINE,DR,,,,,,NEWPORT NEWS,VA,23602,,,,,,,,,,,,2,,,BERNARDINE,DR,,,,Gloucester Point,VA,23602,,,,4404,,,,,,,NEWPORT NEWS,62742.35,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1330357,,,,,,0
638 - DIABETES W CC,490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,VA - Roanoke,21,13344.95,8566.95,3261.61,1711,USCGeocoder,78.2458,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.0888599,-80.50478,Exact,TwoThousandTen,,1540,,93013,0,13980,2006,2,0215.00,121,51,1,ResidenceStreetAddress,2900,,,LAMB,CIR,,,,,,CHRISTIANSBURG,VA,24073,,,,,,,,,,,,,,,,,,2900,,,LAMB,CIR,,,,,,CHRISTIANSBURG,VA,24073,,,,,,,,,,,,2900,,,LAMB,CIR,,,,CHRISTIANSBURG,VA,24073,,,,,,,,,,,Montgomery County,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3010397,,,,,,0
638 - DIABETES W CC,490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,VA - Arlington,17,14959.94,5293.76,3736.58,1712,USCGeocoder,125.0322,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8724.79863498663,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.077025518814,-77.4782132007806,Relaxed,TwoThousandTen,44048,8872,47894,90488,0,47900,1025,1,6110.02,107,51,1,ResidenceStreetAddress,44045,,,RIVERSIDE,PKWY,,,,,,LEESBURG,VA,20176,,,,,,,,,,,,,,,,,,44045,,,RIVERSIDE,PKWY,,,,,,LEESBURG,VA,20176,,,,,,,,,,,,44001-44099,,,Riverside,Pkwy,,,,Lansdowne,VA,20176,,,,,,,,,,Ashburn,Loudoun,8724.8,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,62368373,,,,,,0
638 - DIABETES W CC,490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439,VA - Norfolk,24,16696.12,5785.25,3667.41,1713,USCGeocoder,62.4714,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.4674556213018,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.7730449,-76.581835,Relaxed,TwoThousandTen,76432,5720,,95987,0,47260,1000,1,0754.02,800,51,1,ResidenceStreetAddress,2800,,,GODWIN,BLVD,,,,,,SUFFOLK,VA,23439,,,,,,,,,,,,,,,,,,2800,,,GODWIN,BLVD,,,,,,SUFFOLK,VA,23439,,,,,,,,,,,,2800,,,GODWIN,BLVD,,,,SUFFOLK,VA,23434,,,,,,,,,,,Suffolk City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2320793,,,,,,0
638 - DIABETES W CC,490045,PRINCE WILLIAM HOSPITAL,8700 SUDLEY RD,MANASSAS,VA,20110,VA - Arlington,18,11487.88,5541.55,4137.22,1714,USCGeocoder,140.6368,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3211.15156552894,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.7673701593977,-77.4849381847576,Exact,TwoThousandTen,48952,8872,47894,94474,0,47900,2004,2,9101.00,683,51,1,ResidenceStreetAddress,8700,,,SUDLEY,RD,,,,,,MANASSAS,VA,20110,,,,,,,,,,,,,,,,,,8700,,,SUDLEY,RD,,,,,,MANASSAS,VA,20110,,,,,,,,,,,,8700-8722,,,Sudley,Rd,,,,Manassas,VA,20110,,,,,,,,,,Manassas,Manassas,3211.15,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,76536281,,,,,,0
638 - DIABETES W CC,490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,VA,23502,VA - Norfolk,26,11536.57,4477.11,3699.57,1715,USCGeocoder,109.377,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.8501085,-76.1899848,Exact,TwoThousandTen,57000,5720,,94875,0,47260,1043,1,0069.01,710,51,1,ResidenceStreetAddress,830,,,KEMPSVILLE,RD,,,,,,NORFOLK,VA,23502,,,,,,,,,,,,,,,,,,830,,,KEMPSVILLE,RD,,,,,,NORFOLK,VA,23502,,,,,,,,,,,,830,,,KEMPSVILLE,RD,,,,NORFOLK,VA,23502,,,,,,,,,,,Norfolk City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2519373,,,,,,0
638 - DIABETES W CC,490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,VA - Roanoke,25,16256.56,4338.16,3754.96,1716,USCGeocoder,78.1136,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.2636877,-80.0313909,Relaxed,TwoThousandTen,70000,6800,,95547,0,40220,1016,1,0105.01,775,51,1,ResidenceStreetAddress,1900,,,ELECTRIC,RD,,,,,,SALEM,VA,24153,,,,,,,,,,,,,,,,,,1900,,,ELECTRIC,RD,,,,,,SALEM,VA,24153,,,,,,,,,,,,1900,,,ELECTRIC,RD,,,,salem,VA,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,666127,,,,,,0
638 - DIABETES W CC,490050,VIRGINIA HOSPITAL CENTER - ARLINGTON,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,VA - Arlington,27,14209.88,5278.25,4401.37,1717,USCGeocoder,125.0178,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.8896024,-77.1281686,Exact,TwoThousandTen,03000,8872,47894,90072,0,47900,1021,1,1009.00,013,51,1,ResidenceStreetAddress,1701,,N,GEORGE MASON,DR,,,,,,ARLINGTON,VA,22205,,,,,,,,,,,,,,,,,,1701,,N,GEORGE MASON,DR,,,,,,ARLINGTON,VA,22205,,,,,,,,,,,,1701,,N,GEORGE MASON,DR,,,,Arlington,VA,22205,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,105115,,,,,,0
638 - DIABETES W CC,490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,VA - Newport News,42,11872.23,6132.9,5045.97,1718,USCGeocoder,78.1277,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.0646214,-76.4834539,Exact,TwoThousandTen,56000,5720,,94851,0,47260,1002,1,0315.00,700,51,1,ResidenceStreetAddress,500,J,,CLYDE MORRIS,BLVD,,,,,,NEWPORT NEWS,VA,23601,,,,,,,,,,,,,,,,,,500,J,,CLYDE MORRIS,BLVD,,,,,,NEWPORT NEWS,VA,23601,,,,,,,,,,,,500,,,CLYDE MORRIS,BLVD,,,,NEWPORT NEWS,VA,23601,,,,,,,,,,,Newport News City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2967555,,,,,,0
638 - DIABETES W CC,490053,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211,TN - Kingsport,11,17812.18,4447.63,3833.09,1719,USCGeocoder,78.106,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.7230338,-81.911958,Exact,TwoThousandTen,,1540,,93855,0,28700,3003,3,0106.01,191,51,1,ResidenceStreetAddress,16000,,,JOHNSTON MEMORIAL,DR,,,,,,ABINGDON,VA,24211,,,,,,,,,,,,,,,,,,16000,,,JOHNSTON MEMORIAL,DR,,,,,,ABINGDON,VA,24211,,,,,,,,,,,,16000,,,JOHNSTON MEMORIAL,DR,,,,ABINGDON,VA,24211,,,,,,,,,,,Washington County,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2131212,,,,,,0
638 - DIABETES W CC,490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,VA - Norfolk,19,18970.52,4268.52,3676.1,1720,USCGeocoder,109.3673,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,36.8647631,-76.0263426,Exact,TwoThousandTen,82000,5720,,96187,0,47260,2031,2,0446.00,810,51,1,ResidenceStreetAddress,1060,,,FIRST COLONIAL,RD,,,,,,VIRGINIA BEACH,VA,23454,,,,,,,,,,,,,,,,,,1060,,,FIRST COLONIAL,RD,,,,,,VIRGINIA BEACH,VA,23454,,,,,,,,,,,,1060,,,FIRST COLONIAL,RD,,,,VIRGINIA BEACH,VA,23454,,,,,,,,,,,Virginia Beach City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2639618,,,,,,0
638 - DIABETES W CC,490059,BON SECOURS - ST MARYS HOSPITAL OF RICHMOND,5801 BREMO RD,RICHMOND,VA,23226,VA - Richmond,33,16456.51,4595.69,3847.09,1721,USCGeocoder,109.3936,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1275.33634414594,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.5849901375123,-77.5125141093791,Relaxed,TwoThousandTen,,1540,,96079,0,40060,1029,1,2003.02,087,51,1,ResidenceStreetAddress,5801,,,BREMO,RD,,,,,,RICHMOND,VA,23226,,,,,,,,,,,,,,,,,,5801,,,BREMO,RD,,,,,,RICHMOND,VA,23226,,,,,,,,,,,,5801-5829,,,Bremo,Rd,,,,Brookland,VA,23226,,,,,,,,,,Brookland,Henrico,1275.34,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639512527,,,,,,0
638 - DIABETES W CC,490060,CLINCH VALLEY MEDICAL CENTER,6801 GOV G C PEERY HWY,RICHLANDS,VA,24641,TN - Kingsport,19,23757.15,5605.15,3085.21,1722,USCGeocoder,124.9947,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,49543923.1539432,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,37.1158549110165,-81.8037591371991,Relaxed;Soundex,TwoThousandTen,,1540,,94927,1,14140,1052,1,0209.00,185,51,4,ResidenceZIP,6801,,,GOV G C PEERY,HWY,,,,,,RICHLANDS,VA,24641,,,,,,,,,,,,,,,,,,6801,,,GOV G C PEERY,HWY,,,,,,RICHLANDS,VA,24641,,,,,,,,,,,,,,,,,,,,,VA,24641,,,,,,,,,,,,49543923.15,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,24641,,,,,,0
638 - DIABETES W CC,490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS RD,FALLS CHURCH,VA,22042,VA - Arlington,28,10829.71,6137.21,5217.64,1723,USCGeocoder,125.0033,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.8581924,-77.2264261,Exact,TwoThousandTen,87333,8872,47894,95191,0,47900,3001,3,4402.02,059,51,1,ResidenceStreetAddress,3300,,,GALLOWS,RD,,,,,,FALLS CHURCH,VA,22042,,,,,,,,,,,,,,,,,,3300,,,GALLOWS,RD,,,,,,FALLS CHURCH,VA,22042,,,,,,,,,,,,3300,,,GALLOWS,RD,,,,FALLS CHURCH,VA,22042,,,,,,,,,,,Fairfax,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,729921,,,,,,0
638 - DIABETES W CC,490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,WILLIAMSBURG,VA,23188,VA - Newport News,13,17171.69,4499.23,3546.3,1724,USCGeocoder,187.5206,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,280188161.421735,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,37.3393447490469,-76.7554975464032,Relaxed;Soundex,TwoThousandTen,,1540,,95911,0,47260,1055,1,0804.02,095,51,4,ResidenceZIP,100,,,SENTARA,CIR,,,,,,WILLIAMSBURG,VA,23188,,,,,,,,,,,,,,,,,,100,,,SENTARA,CIR,,,,,,WILLIAMSBURG,VA,23188,,,,,,,,,,,,,,,,,,,,,VA,23188,,,,,,,,,,,,280188161.42,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,23188,,,,,,0
638 - DIABETES W CC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,47,34152.7,5049.02,4232.23,1725,USCGeocoder,109.3727,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.1827744,-77.3587777,Relaxed,TwoThousandTen,61832,6760,,95035,0,40060,2043,2,8112.00,730,51,1,ResidenceStreetAddress,200,,,MEDICAL PARK,BLVD,,,,,,PETERSBURG,VA,23805,,,,,,,,,,,,,,,,,,200,,,MEDICAL PARK,BLVD,,,,,,PETERSBURG,VA,23805,,,,,,,,,,,,200,,,MEDICAL PARK,BLVD,,,,petersburg,VA,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,496339,,,,,,0
638 - DIABETES W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,35,15320.37,4942.82,4144.31,1726,USCGeocoder,140.6242,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4844.50016812421,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.6271613532792,-77.3888020365011,Exact,TwoThousandTen,50856,6760,,90824,0,40060,1048,1,3209.00,085,51,1,ResidenceStreetAddress,8260,,,ATLEE,RD,,,,,,MECHANICSVILLE,VA,23116,,,,,,,,,,,,,,,,,,8260,,,ATLEE,RD,,,,,,MECHANICSVILLE,VA,23116,,,,,,,,,,,,8260-8228,,,Atlee,Rd,,,,Mechanicsville,VA,23116,,,,,,,,,,Chickahominy,Hanover,4844.5,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,84979864,,,,,,0
638 - DIABETES W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,37,16574.78,4842.45,3925.91,1727,USCGeocoder,109.3864,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.5773044,-79.4053493,Exact,TwoThousandTen,21344,1950,,91108,0,19260,3001,3,0007.00,590,51,1,ResidenceStreetAddress,142,,S,MAIN,ST,,,,,,DANVILLE,VA,24541,,,,,,,,,,,,,,,,,,142,,S,MAIN,ST,,,,,,DANVILLE,VA,24541,,,,,,,,,,,,142,,S,MAIN,ST,,,,DANVILLE,VA,24541,,,,,,,,,,,Danville City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1999641,,,,,,0
638 - DIABETES W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,23,10012.34,4419.78,3685.69,1728,USCGeocoder,93.7708,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,49850.6934162471,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.0241287688039,-78.4423772382164,Relaxed,TwoThousandTen,60500,1540,,95319,0,16820,3001,3,0105.00,003,51,1,ResidenceStreetAddress,500,,,MARTHA JEFFERSON,DR,,,,,,CHARLOTTESVILLE,VA,22911,,,,,,,,,,,,,,,,,,500,,,MARTHA JEFFERSON,DR,,,,,,CHARLOTTESVILLE,VA,22911,,,,,,,,,,,,598-400,,,Martha Jefferson,Dr,,,,Pantops,VA,22911,,,,,,,,,,Rivanna,Albemarle,49850.69,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639277225,,,,,,0
638 - DIABETES W CC,490079,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,320 HOSPITAL DRIVE,MARTINSVILLE,VA,24115,NC - Durham,23,14285.6,4626.6,3954.04,1729,USCGeocoder,359.3902,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.4674556213018,FeatureClassBased,ReturnAll,,AddressPoint,,,2,36.699257,-79.8672012,Relaxed,TwoThousandTen,49784,,,,1,32300,1035,1,0001.00,690,51,1,ResidenceStreetAddress,320,,,HOSPITAL,DR,,,,,,MARTINSVILLE,VA,24115,,,,,,,,,,,,,,,,,,320,,,HOSPITAL,DR,,,,,,MARTINSVILLE,VA,24115,,,,,,,,,,,,320,,,HOSPITAL,DR,,,,MARTINSVILLE,VA,24112,,,,,,,,,,,Martinsville City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2162535,,,,,,0
638 - DIABETES W CC,490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560,VA - Richmond,12,15901.66,5471.66,4366.91,1730,USCGeocoder,78.1463,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5513.06774936733,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.9007706264712,-76.8778843039516,Relaxed,TwoThousandTen,,1540,,90720,,,1045,1,9507.00,057,51,1,ResidenceStreetAddress,618,,,HOSPITAL,RD,,,,,,TAPPAHANNOCK,VA,22560,,,,,,,,,,,,,,,,,,618,,,HOSPITAL,RD,,,,,,TAPPAHANNOCK,VA,22560,,,,,,,,,,,,600-698,,,Hospital,Rd,,,,Central,VA,22560,,,,,,,,,,Central,Essex,5513.07,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,21880788,,,,,,0
638 - DIABETES W CC,490090,SOUTHSIDE COMMUNITY HOSPITAL INC,800 OAK STREET,FARMVILLE,VA,23901,VA - Richmond,27,9511.7,4707.03,3686.22,1731,USCGeocoder,171.8746,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,526344467.558333,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,37.3161223747965,-78.4161341933957,Relaxed;Soundex,TwoThousandTen,,1540,,92613,,,1027,1,9302.01,147,51,4,ResidenceZIP,800,,,OAK,ST,,,,,,FARMVILLE,VA,23901,,,,,,,,,,,,,,,,,,800,,,OAK,ST,,,,,,FARMVILLE,VA,23901,,,,,,,,,,,,,,,,,,,,,VA,23901,,,,,,,,,,,,526344467.56,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,23901,,,,,,0
638 - DIABETES W CC,490092,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851,VA - Norfolk,16,27749.5,5148.18,4517.43,1732,USCGeocoder,171.8751,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,36.6919875,-76.9374181,Exact,TwoThousandTen,29600,,,93643,,,3027,3,0901.00,620,51,1,ResidenceStreetAddress,100,,,FAIRVIEW,DR,,,,,,FRANKLIN,VA,23851,,,,,,,,,,,,,,,,,,100,,,FAIRVIEW,DR,,,,,,FRANKLIN,VA,23851,,,,,,,,,,,,100,,,FAIRVIEW,DR,,,,FRANKLIN,VA,23851,,,,,,,,,,,Southampton County,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2197676,,,,,,0
638 - DIABETES W CC,490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,VA - Newport News,44,12967.86,5111.9,3356.25,1733,USCGeocoder,93.7395,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.056805,-76.3906529,Exact,TwoThousandTen,35000,5720,,93827,0,47260,1020,1,0103.14,650,51,1,ResidenceStreetAddress,3000,,,COLISEUM,DR,,,,,,HAMPTON,VA,23666,,,,,,,,,,,,,,,,,,3000,,,COLISEUM,DR,,,,,,HAMPTON,VA,23666,,,,,,,,,,,,3000,,,COLISEUM,DR,,,,HAMPTON,VA,23666,,,,,,,,,,,Hampton City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2928050,,,,,,0
638 - DIABETES W CC,490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847,VA - Richmond,13,27464.3,4646.53,3867.76,1734,USCGeocoder,140.616,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.7020808,-77.5361239,Exact,TwoThousandTen,25808,,,,,,4077,4,8902.00,595,51,1,ResidenceStreetAddress,727,,N,MAIN,ST,,,,,,EMPORIA,VA,23847,,,,,,,,,,,,,,,,,,727,,N,MAIN,ST,,,,,,EMPORIA,VA,23847,,,,,,,,,,,,727,,N,MAIN,ST,,,,emporia,VA,23847,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,371964,,,,,,0
