DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_beckykelley8_897,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PA - Philadelphia,16,31848.25,4911.31,4070.31,740,USCGeocoder,93.767,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9349112426036,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.0711703,-74.9830701,Relaxed,TwoThousandTen,60000,6162,37964,60000,0,37980,1000,1,0353.01,101,42,1,ResidenceStreetAddress,10800,,,KNIGHTS,RD,,,,,,PHILADELPHIA,PA,19114,,,,,,,,,,,,,,,,,,10800,,,KNIGHTS,RD,,,,,,PHILADELPHIA,PA,19114,,,,,,,,,,,,10800,,,KNIGHTS,RD,,,,philadelphia,PA,19154-4208,,,,,,,,,,,Philadelphia,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3269510,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390118,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701,PA - Erie,11,5943.63,3565.27,2744.9,741,USCGeocoder,124.9801,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.9610634,-78.6596617,Relaxed,TwoThousandTen,08040,,,08040,1,14620,1008,1,4203.00,083,42,1,ResidenceStreetAddress,116,,,INTERSTATE,PKWY,,,,,,BRADFORD,PA,16701,,,,,,,,,,,,,,,,,,116,,,INTERSTATE,PKWY,,,,,,BRADFORD,PA,16701,,,,,,,,,,,,116,,,INTERSTATE,PKWY,,,,BRADFORD CITY,PA,,,,,,,,,,,,McKean,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2658590,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,PA,19464,PA - Reading,13,25870.23,3832.3,3225.23,742,USCGeocoder,93.7571,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,66320465.6362948,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,40.2588341664395,-75.6157242938149,Relaxed;Soundex,TwoThousandTen,62396,6162,37964,45072,0,37980,3009,3,2087.02,091,42,4,ResidenceZIP,1600,,E,HIGH STREET AND ARMAND HAMMER,BLVD,,,,,,POTTSTOWN,PA,19464,,,,,,,,,,,,,,,,,,1600,,E,HIGH STREET AND ARMAND HAMMER,BLVD,,,,,,POTTSTOWN,PA,19464,,,,,,,,,,,,,,,,,,,,,PA,19464,,,,,,,,,,,,66320465.64,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,19464,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390132,ST JOSEPH'S HOSPITAL,1600 WEST GIRARD AVENUE,PHILADELPHIA,PA,19130,PA - Philadelphia,39,15105.58,6213.25,5350.69,743,USCGeocoder,62.4888,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6972.78108869743,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,39.9716275391781,-75.1635840353941,Exact,TwoThousandTen,60000,6162,37964,60000,0,37980,1027,1,0140.00,101,42,1,ResidenceStreetAddress,1600,,W,GIRARD,AVE,,,,,,PHILADELPHIA,PA,19130,,,,,,,,,,,,,,,,,,1600,,W,GIRARD,AVE,,,,,,PHILADELPHIA,PA,19130,,,,,,,,,,,,1600,,W,Girard,Ave,,,,Philadelphia,PA,19130,,,,1615,,,,,,,Philadelphia,6972.78,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,737934,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390133,LEHIGH VALLEY HOSPITAL,PO BOX 689,ALLENTOWN,PA,18105,PA - Allentown,26,26090.46,4976,3777.34,744,USCGeocoder,93.7496,1,4.1,,,10,POBoxZIPCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Meters,ArealInterpolation,19947.0407041311,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,40.6014157337835,-75.4939383122781,Relaxed;Soundex,TwoThousandTen,02000,0240,,02000,0,10900,1004,1,0022.02,077,42,5,POBoxZIP,,,,,,,,,,,ALLENTOWN,PA,18105,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALLENTOWN,PA,18105,,,,,,,,,,,,,,,,,,,,,PA,18105,,,,,,,,,,,,19947.04,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,18105,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,PA - Wilkes-Barre,77,13894.98,3805.05,2857.36,745,USCGeocoder,93.7719,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1096.71879105293,LinearInterpolationAddressRange,StreetSegment,92.0118343195266,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,41.2576359524092,-75.8683531068674,Relaxed,TwoThousandTen,85152,7560,,85152,0,42540,1036,1,2012.00,079,42,1,ResidenceStreetAddress,575,,N,RIVER,ST,,,,,,WILKES-BARRE,PA,18764,,,,,,,,,,,,,,,,,,575,,N,RIVER,ST,,,,,,WILKES-BARRE,PA,18764,,,,,,,,,,,,541-599,,N,River,St,,,,Wilkes-Barre,PA,18702,,,,,,,,,,Wilkes-Barre,Luzerne,1096.72,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,80919212,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,PA - Philadelphia,27,28364.74,3875.85,3164.29,746,USCGeocoder,93.776,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4705.55028718011,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.0189298265355,-75.3201447931325,Exact,TwoThousandTen,09728,6162,37964,44976,0,37980,2018,2,2051.00,091,42,1,ResidenceStreetAddress,130,,S,BRYN MAWR,AVE,,,,,,BRYN MAWR,PA,19010,,,,,,,,,,,,,,,,,,130,,S,BRYN MAWR,AVE,,,,,,BRYN MAWR,PA,19010,,,,,,,,,,,,100-170,,S,Bryn Mawr,Ave,,,,Bryn Mawr,PA,19010,,,,,,,,,,Lower Merion,Montgomery,4705.55,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,135086659,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,16365,PA - Erie,15,5924.86,4300.6,3170.73,747,USCGeocoder,109.3797,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4707.39238642028,LinearInterpolationAddressRange,StreetSegment,69.2307692307692,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,41.8433258153248,-79.1513277934285,Relaxed;Soundex,TwoThousandTen,81000,,,81000,1,47620,4004,4,9708.00,123,42,1,ResidenceStreetAddress,2,,,CRESCENT,PARK,W,,,,,WARREN,PA,16365,,,,,,,,,,,,,,,,,,2,,,CRESCENT,PARK,W,,,,,WARREN,PA,16365,,,,,,,,,,,,98-2,,,Crescent Park,,,,,Warren,PA,16365,,,,,,,,,,Warren,Warren,4707.39,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,98678559,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390153,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,PA - Philadelphia,17,41558,3827.82,3034.41,748,USCGeocoder,78.1291,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4851.66564664268,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.0429322445384,-75.507636320955,Exact,TwoThousandTen,57816,6162,37964,85352,0,37980,1004,1,3003.03,029,42,1,ResidenceStreetAddress,255,,W,LANCASTER,AVE,,,,,,PAOLI,PA,19301,,,,,,,,,,,,,,,,,,255,,W,LANCASTER,AVE,,,,,,PAOLI,PA,19301,,,,,,,,,,,,247-299,,W,Lancaster,Ave,,,,Paoli,PA,19301,,,,,,,,,,Willistown,Chester,4851.67,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,179595343,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,PA,19023,PA - Philadelphia,68,21878.61,6270.08,5303.67,749,USCGeocoder,93.8152,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5172719.2423816,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,39.9171395914055,-75.2673862330748,Relaxed;Soundex,TwoThousandTen,15232,6162,37964,15232,0,37980,1002,1,4031.03,045,42,4,ResidenceZIP,,,,LANSDOWNE & BAILY,RDS,,,,,,DARBY,PA,19023,,,,,,,,,,,,,,,,,,,,,LANSDOWNE & BAILY,RDS,,,,,,DARBY,PA,19023,,,,,,,,,,,,,,,,,,,,,PA,19023,,,,,,,,,,,,5172719.24,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,19023,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,PA - Pittsburgh,26,24038.26,5294.03,4499.5,750,USCGeocoder,109.3656,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.442247,-79.9609287,Relaxed,TwoThousandTen,61000,6280,,61000,0,38300,2001,2,0402.00,003,42,1,ResidenceStreetAddress,200,,,LOTHROP,ST,,,,,,PITTSBURGH,PA,15213,,,,,,,,,,,,,,,,,,200,,,LOTHROP,ST,,,,,,PITTSBURGH,PA,15213,,,,,,,,,,,,200,,,LOTHROP,ST,,,,allegheny,PA,15213,,,,,,,,,,,ALLEGHENY,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,557353,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,PA - Pittsburgh,30,10168.06,3421.93,2429.33,751,USCGeocoder,93.6881,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,193196997.505918,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,40.9095078030238,-79.9437885776258,Relaxed;Soundex,TwoThousandTen,,0240,,12024,0,38300,2032,2,9108.00,019,42,4,ResidenceZIP,1,,,HOSPITAL,WAY,,,,,,BUTLER,PA,16001,,,,,,,,,,,,,,,,,,1,,,HOSPITAL,WAY,,,,,,BUTLER,PA,16001,,,,,,,,,,,,,,,,,,,,,PA,16001,,,,,,,,,,,,193196997.51,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,16001,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PA - Philadelphia,12,51912,7055.08,4982.41,752,USCGeocoder,468.7719,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2024.86246471689,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.9501033966715,-75.15856335782,Exact,TwoThousandTen,60000,6162,37964,60000,0,37980,1003,1,0006.00,101,42,1,ResidenceStreetAddress,111,,S,11TH,ST,,,,,,PHILADELPHIA,PA,19107,,,,,,,,,,,,,,,,,,111,,S,11TH,ST,,,,,,PHILADELPHIA,PA,19107,,,,,,,,,,,,101-199,,S,11th,St,,,,Philadelphia,PA,19107,,,,,,,,,,Philadelphia,Philadelphia,2024.86,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,131423446,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL ST,WEST CHESTER,PA,19380,PA - Philadelphia,12,18015.33,3828,3086.66,753,USCGeocoder,124.9897,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.9724536,-75.6035333,Relaxed,TwoThousandTen,82704,6162,37964,82704,0,37980,1000,1,3023.00,029,42,1,ResidenceStreetAddress,701,,E,MARSHALL,ST,,,,,,WEST CHESTER,PA,19380,,,,,,,,,,,,,,,,,,701,,E,MARSHALL,ST,,,,,,WEST CHESTER,PA,19380,,,,,,,,,,,,701,,E,MARSHALL,ST,,,,chester,PA,19380,,,,,,,,,,,Chester,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1329747,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,PA - Philadelphia,17,72018,5239.41,3874.23,754,USCGeocoder,125.0103,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2678.18977959908,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.8572274620341,-75.366514316892,Exact,TwoThousandTen,78712,6162,37964,78712,0,37980,1000,1,4063.00,045,42,1,ResidenceStreetAddress,1,,,MEDICAL CENTER,BLVD,,,,,,UPLAND,PA,19013,,,,,,,,,,,,,,,,,,1,,,MEDICAL CENTER,BLVD,,,,,,UPLAND,PA,19013,,,,,,,,,,,,1-99,,,Medical Center,Blvd,,,,Upland,PA,19013,,,,,,,,,,Upland,Delaware,2678.19,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,134905415,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,PA - Erie,78,9410.61,5301.93,4458.88,755,USCGeocoder,156.2533,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1153.90329399193,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,42.0738514412145,-80.0935854932227,Relaxed,TwoThousandTen,,0240,,49548,0,21500,4000,4,0110.01,049,42,1,ResidenceStreetAddress,5515,,,PEACH,ST,,,,,,ERIE,PA,16509,,,,,,,,,,,,,,,,,,5515,,,PEACH,ST,,,,,,ERIE,PA,16509,,,,,,,,,,,,5501-5523,,,Peach,St,,,,Millcreek,PA,16509,,,,,,,,,,Millcreek,Erie,1153.9,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,117496181,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390201,POCONO MEDICAL CENTER,206 EAST BROWN STREET,EAST STROUDSBUR,PA,18301,PA - Allentown,14,15161.92,4422.07,3456.35,756,USCGeocoder,93.7584,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,63.3136094674556,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.9925208,-75.1747658,Relaxed,TwoThousandTen,21872,,,21872,1,20700,3012,3,3007.00,089,42,1,ResidenceStreetAddress,206,,E,BROWN,ST,,,,,,EAST STROUDSBUR,PA,18301,,,,,,,,,,,,,,,,,,206,,E,BROWN,ST,,,,,,EAST STROUDSBUR,PA,18301,,,,,,,,,,,,206,,E,BROWN,ST,,,,EAST STROUDSBURG,PA,,,,,,,,,,,,Monroe,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2840098,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,16146,OH - Youngstown,12,9551.66,4187.25,3485.08,757,USCGeocoder,109.358,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.2327139,-80.4961751,Relaxed,TwoThousandTen,69720,7610,,69720,0,49660,4015,4,0303.00,085,42,1,ResidenceStreetAddress,740,,E,STATE,ST,,,,,,SHARON,PA,16146,,,,,,,,,,,,,,,,,,740,,E,STATE,ST,,,,,,SHARON,PA,16146,,,,,,,,,,,,740,,E,STATE,ST,,,,SHARON,PA,,,,,,,,,,,,Mercer,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2725803,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PA - Philadelphia,14,16985.71,5239.85,4528.14,758,USCGeocoder,265.6271,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1928.14111965615,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.957206712434,-75.1994549052914,Exact,TwoThousandTen,60000,6162,37964,60000,0,37980,2015,2,0091.00,101,42,1,ResidenceStreetAddress,51,,N,39TH,ST,,,,,,PHILADELPHIA,PA,19104,,,,,,,,,,,,,,,,,,51,,N,39TH,ST,,,,,,PHILADELPHIA,PA,19104,,,,,,,,,,,,1-99,,N,39th,St,,,,Philadelphia,PA,19104,,,,,,,,,,Philadelphia,Philadelphia,1928.14,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,131404245,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390228,ST CLAIR MEMORIAL HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,PA - Pittsburgh,29,11717.62,3172.44,2133.79,759,USCGeocoder,125.0102,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.3780678,-80.0668108,Relaxed,TwoThousandTen,,0240,,51696,0,38300,2000,2,4736.02,003,42,1,ResidenceStreetAddress,1000,,,BOWER HILL,RD,,,,,,PITTSBURGH,PA,15243,,,,,,,,,,,,,,,,,,1000,,,BOWER HILL,RD,,,,,,PITTSBURGH,PA,15243,,,,,,,,,,,,1000,,,BOWER HILL,RD,,,,allegheny,PA,15243,,,,,,,,,,,ALLEGHENY,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,423208,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,PA - Philadelphia,28,39915.07,4321.5,3637.64,760,USCGeocoder,124.9912,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4207.608098016,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.1174037720866,-75.1203075676978,Exact,TwoThousandTen,,0240,37964,00156,0,37980,3009,3,2016.07,091,42,1,ResidenceStreetAddress,1200,,,YORK,RD,,,,,,ABINGTON,PA,19001,,,,,,OLD,,,,,,,,,,,,1200,,,YORK,RD,,,,,,ABINGTON,PA,19001,,,,,,OLD,,,,,,1200-1298,,,York,Rd,,,,Abington,PA,19001,,,,,,Old,,,,Abington,Montgomery,4207.61,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,135093323,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,PA,17033,PA - Harrisburg,14,23571.21,7911.78,5847.85,761,USCGeocoder,62.4975,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.2644138,-76.6740144,Relaxed,TwoThousandTen,34144,3240,,18936,0,25420,4024,4,0241.05,043,42,1,ResidenceStreetAddress,500,,,UNIVERSITY,DR,,,,,,HERSHEY,PA,17033,,,,,,,,,,,,,,,,,,500,,,UNIVERSITY,DR,,,,,,HERSHEY,PA,17033,,,,,,,,,,,,500,,,UNIVERSITY,DR,,,,dauphin,PA,17033,,,,,,,,,,,Dauphin,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1773339,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,19047,PA - Philadelphia,22,20672.36,3803.9,2987.9,762,USCGeocoder,62.5026,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,46463998.2296504,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,40.1813295698217,-74.9103967555853,Relaxed;Soundex,TwoThousandTen,,0240,37964,49120,0,37980,2037,2,1008.07,017,42,4,ResidenceZIP,,,,LANGHORNE NEWTOWN,RD,,,,,,LANGHORNE,PA,19047,,,,,,,,,,,,,,,,,,,,,LANGHORNE NEWTOWN,RD,,,,,,LANGHORNE,PA,19047,,,,,,,,,,,,,,,,,,,,,PA,19047,,,,,,,,,,,,46463998.23,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,19047,,,,,,0
