DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-05_kojoball41_469,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,AL - Birmingham,16,146034.43,17531.81,15004.93,22,USCGeocoder,109.3788,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7104.86441105185,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.4631470113626,-86.7765601724329,Relaxed,TwoThousandTen,35800,1000,,90324,0,13820,3037,3,0129.05,073,01,1,ResidenceStreetAddress,2010,,,BROOKWOOD MEDICAL CENTER,DR,,,,,,BIRMINGHAM,AL,35209,,,,,,,,,,,,,,,,,,2010,,,BROOKWOOD MEDICAL CENTER,DR,,,,,,BIRMINGHAM,AL,35209,,,,,,,,,,,,2008-2018,,,Brookwood Medical Center,Dr,,,,Homewood,AL,35209,,,,,,,,,,Birmingham,Jefferson,7104.86,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,81715511,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,10168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,GA - Columbus,12,53910.5,17559.91,16435.91,23,USCGeocoder,62.497,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10246.4082930161,LinearInterpolationAddressRange,StreetSegment,80.7692307692308,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.5167206526713,-85.0067950608488,Relaxed;Soundex,TwoThousandTen,,0450,,92962,0,12220,2064,2,0420.02,081,01,1,ResidenceStreetAddress,4401,,,RIVER CHASE,DR,,,,,,PHENIX CITY,AL,36867,,,,,,,,,,,,,,,,,,4401,,,RIVER CHASE,DR,,,,,,PHENIX CITY,AL,36867,,,,,,,,,,,,5199-401,,,River Oak,Way,,,,Phenix City,AL,36867,,,,,,,,,,Smiths Station,Lee,10246.41,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,1579256,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,AZ - Tucson,17,82478.11,25326.17,24055.64,24,USCGeocoder,93.7751,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.2523929,-110.8790086,Exact,TwoThousandTen,77000,8520,,93570,0,46060,2014,2,0029.04,019,04,1,ResidenceStreetAddress,5301,,E,GRANT,RD,,,,,,TUCSON,AZ,85712,,,,,,,,,,,,,,,,,,5301,,E,GRANT,RD,,,,,,TUCSON,AZ,85712,,,,,,,,,,,,5301,,E,GRANT,RD,,,,TUCSON,AZ,85712,,,,,,,,,,,Pima,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1997144,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,AZ - Tucson,11,63960.72,21157.81,20243.27,25,USCGeocoder,109.3751,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.2282034,-111.0000813,Exact,TwoThousandTen,77000,8520,,93570,0,46060,1000,1,0044.15,019,04,1,ResidenceStreetAddress,1601,,W,SAINT MARYS,RD,,,,,,TUCSON,AZ,85745,,,,,,,,,,,,,,,,,,1601,,W,SAINT MARYS,RD,,,,,,TUCSON,AZ,85745,,,,,,,,,,,,1601,,W,SAINT MARYS,RD,,,,TUCSON,AZ,85745,,,,,,,,,,,Pima,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2040171,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30011,CARONDELET ST JOSEPHS HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,AZ - Tucson,11,70780.18,18655.54,17635.18,26,USCGeocoder,93.7504,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.2272142,-110.8556596,Exact,TwoThousandTen,77000,8520,,93570,0,46060,1007,1,0040.68,019,04,1,ResidenceStreetAddress,350,,N,WILMOT,RD,,,,,,TUCSON,AZ,85711,,,,,,,,,,,,,,,,,,350,,N,WILMOT,RD,,,,,,TUCSON,AZ,85711,,,,,,,,,,,,350,,N,WILMOT,RD,,,,TUCSON,AZ,85711,,,,,,,,,,,Pima,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2040017,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,AZ - Phoenix,15,82468.53,21472.6,20500.06,27,USCGeocoder,62.4997,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.6821475,-114.6353767,Relaxed,TwoThousandTen,85540,9360,,93978,0,49740,3006,3,0010.04,027,04,1,ResidenceStreetAddress,2400,,S,A,,,,,,,YUMA,AZ,85364,,,,,,,,,,,,AVE,,,,,AVE,2400,,S,A,,,,,,,YUMA,AZ,85364,,,,,,,,,,,,2400,,S,A,,,,,YUMA,AZ,,,,,,,,,,,,Yuma,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2713486,,,AVE,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,AZ - Phoenix,26,77783.38,19085.96,18090.73,28,USCGeocoder,93.7607,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.5694242,-112.0706136,Exact,TwoThousandTen,,2620,,92601,0,38060,2019,2,1046.00,013,04,1,ResidenceStreetAddress,250,,E,DUNLAP,AVE,,,,,,PHOENIX,AZ,85020,,,,,,,,,,,,,,,,,,250,,E,DUNLAP,AVE,,,,,,PHOENIX,AZ,85020,,,,,,,,,,,,250,,E,DUNLAP,AVE,,,,PHOENIX,AZ,85020,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1285490,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,AZ - Phoenix,15,92833.66,35536.93,34792.93,29,USCGeocoder,93.7558,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,35.2085843,-111.6450882,Exact,TwoThousandTen,23620,2620,,91198,0,22380,2028,2,0002.00,005,04,1,ResidenceStreetAddress,1200,,N,BEAVER,ST,,,,,,FLAGSTAFF,AZ,86001,,,,,,,,,,,,,,,,,,1200,,N,BEAVER,ST,,,,,,FLAGSTAFF,AZ,86001,,,,,,,,,,,,1200,,N,BEAVER,ST,,,,flagstaff,AZ,86001,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6289,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30030,PHOENIX BAPTIST HOSPITAL,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,AZ - Phoenix,16,93025.75,26162.31,23089.12,30,USCGeocoder,109.3692,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.5251157,-112.1019202,Exact,TwoThousandTen,,2620,,92601,0,38060,3004,3,1068.02,013,04,1,ResidenceStreetAddress,2000,,W,BETHANY HOME,RD,,,,,,PHOENIX,AZ,85015,,,,,,,,,,,,,,,,,,2000,,W,BETHANY HOME,RD,,,,,,PHOENIX,AZ,85015,,,,,,,,,,,,2000,,W,BETHANY HOME,RD,,,,PHOENIX,AZ,85015,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1615292,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30036,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,CHANDLER,AZ,85224,AZ - Mesa,16,105853.81,20943.18,19958.68,31,USCGeocoder,93.7757,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.2959356,-111.8740405,Exact,TwoThousandTen,,2620,,90561,0,38060,4008,4,5231.03,013,04,1,ResidenceStreetAddress,475,,S,DOBSON,RD,,,,,,CHANDLER,AZ,85224,,,,,,,,,,,,,,,,,,475,,S,DOBSON,RD,,,,,,CHANDLER,AZ,85224,,,,,,,,,,,,475,,S,DOBSON,RD,,,,CHANDLER,AZ,85224,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1542698,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,AZ - Phoenix,14,98959.71,22258.92,21013.42,32,USCGeocoder,109.3651,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.4884286,-111.9229355,Relaxed,TwoThousandTen,65000,6200,,92601,0,38060,2039,2,2172.01,013,04,1,ResidenceStreetAddress,7400,,E,OSBORN,RD,,,,,,SCOTTSDALE,AZ,85251,,,,,,,,,,,,,,,,,,7400,,E,OSBORN,RD,,,,,,SCOTTSDALE,AZ,85251,,,,,,,,,,,,7400,,E,OSBORN,RD,,,,scottsdale,AZ,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,552998,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,AZ - Sun City,26,79901.11,18522.15,17609.07,33,USCGeocoder,109.3771,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.6032654,-112.2825467,Exact,TwoThousandTen,70320,6200,,92601,0,38060,3016,3,0715.03,013,04,1,ResidenceStreetAddress,10401,,W,THUNDERBIRD,BLVD,,,,,,SUN CITY,AZ,85351,,,,,,,,,,,,,,,,,,10401,,W,THUNDERBIRD,BLVD,,,,,,SUN CITY,AZ,85351,,,,,,,,,,,,10401,,W,THUNDERBIRD,BLVD,,,,SUN CITY,AZ,85351,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,834617,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,AZ - Mesa,11,104400.81,27478,26569.27,34,USCGeocoder,124.9978,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.3880799,-111.8761566,Exact,TwoThousandTen,,2620,,92601,0,38060,1001,1,4222.05,013,04,1,ResidenceStreetAddress,1400,,S,DOBSON,RD,,,,,,MESA,AZ,85202,,,,,,,,,,,,,,,,,,1400,,S,DOBSON,RD,,,,,,MESA,AZ,85202,,,,,,,,,,,,1400,,S,DOBSON,RD,,,,MESA,AZ,85202,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1252490,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CIT,AZ,86403,AZ - Phoenix,14,103812.64,25416.07,20454.64,35,USCGeocoder,93.7517,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2437.62909362302,LinearInterpolationAddressRange,StreetSegment,99.698224852071,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.4797769717412,-114.339634731398,Relaxed,TwoThousandTen,39370,4120,,91964,0,29420,1008,1,9530.00,015,04,1,ResidenceStreetAddress,101,,,CIVIC CENTER,LN,,,,,,LAKE HAVASU CIT,AZ,86403,,,,,,,,,,,,,,,,,,101,,,CIVIC CENTER,LN,,,,,,LAKE HAVASU CIT,AZ,86403,,,,,,,,,,,,101-133,,,Civic Center,Ln,,,,Lake Havasu City,AZ,86403,,,,,,,,,,Lake Havasu City,Mohave,2437.63,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,618633821,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,AZ - Tucson,23,79971.95,18688.65,17670.39,36,USCGeocoder,93.7337,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8056.72174128192,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.3146727195116,-111.012052389479,Relaxed,TwoThousandTen,10670,8520,,93570,0,46060,1010,1,0046.16,019,04,1,ResidenceStreetAddress,6200,,N,LA CHOLLA,BLVD,,,,,,TUCSON,AZ,85741,,,,,,,,,,,,,,,,LA,,6200,,N,CHOLLA,BLVD,,,,,,TUCSON,AZ,85741,,,,,,,,,,,,5732-6398,,N,la Cholla,Blvd,,,,Casas Adobes,AZ,85741,,,,,,,,,,Tucson,Pima,8056.72,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,121408083,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30087,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,AZ - Phoenix,32,86665.43,17955.71,15175.31,37,USCGeocoder,125.0018,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.5805837,-111.8853425,Relaxed,TwoThousandTen,65000,6200,,92601,0,38060,1010,1,2168.10,013,04,1,ResidenceStreetAddress,9003,,E,SHEA,BLVD,,,,,,SCOTTSDALE,AZ,85260,,,,,,,,,,,,,,,,,,9003,,E,SHEA,BLVD,,,,,,SCOTTSDALE,AZ,85260,,,,,,,,,,,,9003,,E,SHEA,BLVD,,,,scottsdale,AZ,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,513300,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,AZ - Mesa,27,84081.14,17947.7,17115.11,38,USCGeocoder,93.7433,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.4106039,-111.6880617,Relaxed,TwoThousandTen,,2620,,92601,0,38060,3020,3,4226.25,013,04,1,ResidenceStreetAddress,6644,,E,BAYWOOD,AVE,,,,,,MESA,AZ,85206,,,,,,,,,,,,,,,,,,6644,,E,BAYWOOD,AVE,,,,,,MESA,AZ,85206,,,,,,,,,,,,6644,,E,BAYWOOD,AVE,,,,MESA,AZ,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,316763,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30092,JOHN C LINCOLN DEER VALLEY HOSPITAL,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,AZ - Phoenix,12,85091.5,18860.41,17881.91,39,USCGeocoder,125.0027,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.6658997,-112.1159476,Exact,TwoThousandTen,,2620,,92601,0,38060,3015,3,6164.00,013,04,1,ResidenceStreetAddress,19829,,N,27TH,AVE,,,,,,PHOENIX,AZ,85027,,,,,,,,,,,,,,,,,,19829,,N,27TH,AVE,,,,,,PHOENIX,AZ,85027,,,,,,,,,,,,19829,,N,27TH,AVE,,,,PHOENIX,AZ,85027,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1607278,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,AZ - Sun City,22,100227.9,20162.59,19145.13,40,USCGeocoder,93.7803,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.659783,-112.3730032,Exact,TwoThousandTen,70355,6200,,93774,0,38060,1006,1,0405.07,013,04,1,ResidenceStreetAddress,14502,,W,MEEKER,BLVD,,,,,,SUN CITY WEST,AZ,85375,,,,,,,,,,,,,,,,,,14502,,W,MEEKER,BLVD,,,,,,SUN CITY WEST,AZ,85375,,,,,,,,,,,,14502,,W,MEEKER,BLVD,,,,SUN CITY WEST,AZ,85375,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1017765,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,AZ - Phoenix,17,67528,24965.41,21234.05,41,USCGeocoder,93.7503,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.6577964,-111.9539593,Exact,TwoThousandTen,,2620,,92601,0,38060,1024,1,6152.00,013,04,1,ResidenceStreetAddress,5777,,E,MAYO,BLVD,,,,,,PHOENIX,AZ,85054,,,,,,,,,,,,,,,,,,5777,,E,MAYO,BLVD,,,,,,PHOENIX,AZ,85054,,,,,,,,,,,,5777,,E,MAYO,BLVD,,,,PHOENIX,AZ,85054,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1135222,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85296,AZ - Mesa,16,159196,26222.68,25238.12,42,USCGeocoder,93.7778,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4726.64410724095,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.2870732402089,-111.755338999756,Relaxed,TwoThousandTen,,2620,,90561,0,38060,1012,1,8154.00,013,04,1,ResidenceStreetAddress,3555,,S,VAL VISTA,DR,,,,,,GILBERT,AZ,85296,,,,,,,,,,,,,,,,,,3555,,S,VAL VISTA,DR,,,,,,GILBERT,AZ,85296,,,,,,,,,,,,3551-3599,,S,Val Vista,Dr,,,,Gilbert,AZ,85297,,,,,,,,,,Chandler,Maricopa,4726.64,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,637349883,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30121,MOUNTAIN VISTA MEDICAL CENTER LP,1301 SOUTH CRISMON ROAD,MESA,AZ,85209,AZ - Mesa,11,102082,24625.63,18162.45,43,USCGeocoder,93.7636,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.3918271,-111.6119967,Relaxed,TwoThousandTen,,2620,,92601,0,38060,1010,1,4226.15,013,04,1,ResidenceStreetAddress,1301,,S,CRISMON,RD,,,,,,MESA,AZ,85209,,,,,,,,,,,,,,,,,,1301,,S,CRISMON,RD,,,,,,MESA,AZ,85209,,,,,,,,,,,,1301,,S,CRISMON,RD,,,,MESA,AZ,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,351441,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,AZ - Mesa,13,87822.53,19116.46,18253.07,44,USCGeocoder,109.313,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.3843909,-111.7220088,Relaxed,TwoThousandTen,,2620,,92601,0,38060,2009,2,4226.36,013,04,1,ResidenceStreetAddress,1900,,N,HIGLEY,RD,,,,,,GILBERT,AZ,85234,,,,,,,,,,,,,,,,,,1900,,N,HIGLEY,RD,,,,,,GILBERT,AZ,85234,,,,,,,,,,,,1900,,N,HIGLEY,RD,,,,GILBERT,AZ,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,299757,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,40007,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,AR - Little Rock,27,49122.25,18566,16771.44,45,USCGeocoder,78.1161,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.7503964,-92.3392415,Exact,TwoThousandTen,41000,4400,,90300,0,30780,1009,1,0048.00,119,05,1,ResidenceStreetAddress,2,,,SAINT VINCENT,CIR,,,,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,,,,,,,2,,,SAINT VINCENT,CIR,,,,,,LITTLE ROCK,AR,72205,,,,,,,,,,,,2,,,SAINT VINCENT,CIR,,,,Little Rock,AR,72205,,,,,,,,,,,Pulaski,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1075966,,,,,,0
