DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_kojoball41_418,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,AL - Mobile,22,54299.31,8597.54,7678.63,17,USCGeocoder,171.8788,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4639.251879,LinearInterpolationAddressRange,StreetSegment,97.92899408,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,30.42500809,-87.68329464,Relaxed,TwoThousandTen,,450,,91152,1,19300,3019,3,115.01,3,1,1,ResidenceStreetAddress,1613,,N,MCKENZIE,ST,,,,,,FOLEY,AL,36535,,,,,,,,,,,,,,,,,,1613,,N,MCKENZIE,ST,,,,,,FOLEY,AL,36535,,,,,,,,,,,,1601-1701,,,McKenzie,St,,,,Foley,AL,36535,,,,,,,,,,Foley,Baldwin,4639.25,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640320697,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10085,DECATUR GENERAL HOSPITAL,1201 7TH STREET SE,DECATUR,AL,35609,AL - Huntsville,11,18503.63,10182.63,7672.18,18,USCGeocoder,187.5016,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2641.243401,LinearInterpolationAddressRange,StreetSegment,96.00591716,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.59110315,-86.97272489,Relaxed,TwoThousandTen,,450,,90864,0,19460,5021,5,1,103,1,1,ResidenceStreetAddress,1201,,,7TH,ST,SE,,,,,DECATUR,AL,35609,,,,,,,,,,,,,,,,,,1201,,,7TH,ST,SE,,,,,DECATUR,AL,35609,,,,,,,,,,,,1201-1291,,,7th,St,SE,,,Decatur,AL,35601,,,,,,,,,,Decatur,Morgan,2641.24,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640316049,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,AL - Mobile,25,29125.6,8795.04,7724.44,19,USCGeocoder,78.1494,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.6793942,-88.1992602,Exact,TwoThousandTen,50000,5160,,93105,0,33660,1023,1,37.03,97,1,1,ResidenceStreetAddress,6801,,,AIRPORT,BLVD,,,,,,MOBILE,AL,36608,,,,,,,,,,,,,,,,,,6801,,,AIRPORT,BLVD,,,,,,MOBILE,AL,36608,,,,,,,,,,,,6801,,,AIRPORT,BLVD,,,,mobile,AL,36608,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,568304,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,AL - Tuscaloosa,52,43263.4,10826.17,9115.19,20,USCGeocoder,109.369,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.2052116,-87.5254569,Exact,TwoThousandTen,,450,,93222,0,46220,1096,1,112,125,1,1,ResidenceStreetAddress,809,,,UNIVERSITY,BLVD,E,,,,,TUSCALOOSA,AL,35401,,,,,,,,,,,,,,,,,,809,,,UNIVERSITY,BLVD,E,,,,,TUSCALOOSA,AL,35401,,,,,,,,,,,,809,,,UNIVERSITY,BLVD,E,,,tuscaloosa,AL,35401,,,,,,,,,,,Tuscaloosa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2023979,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,AL - Mobile,12,22343.75,8116.5,6619.41,21,USCGeocoder,93.7459,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3651.261225,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,30.51988377,-87.88954921,Exact,TwoThousandTen,,450,,91053,1,19300,3027,3,112.02,3,1,1,ResidenceStreetAddress,750,,,MORPHY,AVE,,,,,,FAIRHOPE,AL,36532,,,,,,,,,,,,,,,,,,750,,,MORPHY,AVE,,,,,,FAIRHOPE,AL,36532,,,,,,,,,,,,700-808,,,Morphy,Ave,,,,Fairhope,AL,36532,,,,,,,,,,Fairhope,Baldwin,3651.26,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,131649849,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,AL - Birmingham,14,88393.85,11192.14,10307.21,22,USCGeocoder,93.7354,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.4985391,-86.8463621,Relaxed,TwoThousandTen,,450,,90324,0,13820,5020,5,40,73,1,1,ResidenceStreetAddress,701,,,PRINCETON,AVE,SW,,,,,BIRMINGHAM,AL,35211,,,,,,,,,,,,,,,,,,701,,,PRINCETON,AVE,SW,,,,,BIRMINGHAM,AL,35211,,,,,,,,,,,,701,,,PRINCETON,AVE,SW,,,jefferson,AL,35211,,,,,,,,,,,Jefferson,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,989136,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,BIRMINGHAM,AL,35213,AL - Birmingham,18,97549.66,10382.44,9190.55,23,USCGeocoder,140.5996,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.5169792,-86.7493988,Relaxed,TwoThousandTen,,450,,90324,0,13820,2015,2,23.06,73,1,1,ResidenceStreetAddress,800,,,MONTCLAIR,RD,,,,,,BIRMINGHAM,AL,35213,,,,,,,,,,,,,,,,,,800,,,MONTCLAIR,RD,,,,,,BIRMINGHAM,AL,35213,,,,,,,,,,,,800,,,MONTCLAIR,RD,,,,jefferson,AL,35213,,,,,,,,,,,Jefferson,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1185548,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,AL - Mobile,41,31764.65,9970.8,7610.14,24,USCGeocoder,124.9915,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.93491124,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.6967246,-88.0802674,Relaxed,TwoThousandTen,50000,5160,,92187,0,33660,1002,1,25.02,97,1,1,ResidenceStreetAddress,5,,,MOBILE INFIRMARY,CIR,,,,,,MOBILE,AL,36652,,,,,,,,,,,,,,,,,,5,,,MOBILE INFIRMARY,CIR,,,,,,MOBILE,AL,36652,,,,,,,,,,,,5,,,MOBILE INFIRMARY,CIR,,,,mobile,AL,36607,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,565143,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,AL - Huntsville,16,71520.93,8930.5,8020.75,25,USCGeocoder,124.9865,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.6933656,-86.5724917,Relaxed,TwoThousandTen,,450,,91674,0,26620,1020,1,26,89,1,1,ResidenceStreetAddress,1,,,HOSPITAL,DR,SE,,,,,HUNTSVILLE,AL,35801,,,,,,,,,,,,,,,,,,1,,,HOSPITAL,DR,SE,,,,,HUNTSVILLE,AL,35801,,,,,,,,,,,,1,,,HOSPITAL,DR,SW,,,Huntsville,AL,35801,,,,,,,,,,,MADISON,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,313765,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,AL - Birmingham,12,82426.33,9344.41,7196.25,26,USCGeocoder,140.6064,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7104.864411,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.46314701,-86.77656017,Relaxed,TwoThousandTen,35800,1000,,90324,0,13820,3037,3,129.05,73,1,1,ResidenceStreetAddress,2010,,,BROOKWOOD MEDICAL CENTER,DR,,,,,,BIRMINGHAM,AL,35209,,,,,,,,,,,,,,,,,,2010,,,BROOKWOOD MEDICAL CENTER,DR,,,,,,BIRMINGHAM,AL,35209,,,,,,,,,,,,2008-2018,,,Brookwood Medical Center,Dr,,,,Homewood,AL,35209,,,,,,,,,,Birmingham,Jefferson,7104.86,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,81715511,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,AL - Birmingham,15,39423.06,10114.46,9215.26,27,USCGeocoder,109.3707,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2678.412924,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.16459765,-86.25411475,Exact,TwoThousandTen,,450,,93069,1,45180,2066,2,118,121,1,1,ResidenceStreetAddress,315,,W,HICKORY,ST,,,,,,SYLACAUGA,AL,35150,,,,,,,,,,,,,,,,,,315,,W,HICKORY,ST,,,,,,SYLACAUGA,AL,35150,,,,,,,,,,,,201-399,,W,Hickory,St,,,,Sylacauga,AL,35150,,,,,,,,,,Sylacauga,Talladega,2678.41,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640315533,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,AK - Anchorage,15,51772.2,14947.8,12831.33,28,USCGeocoder,140.6012,1,4.1,,,10,POBoxZIPCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Meters,ArealInterpolation,33387078446,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,68.94222075,-146.3247105,Relaxed;Soundex,TwoThousandTen,,380,,55970,,,3157,3,2,185,2,5,POBoxZIP,,,,,,,,,,,ANCHORAGE,AK,99519,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANCHORAGE,AK,99519,,,,,,,,,,,,,,,,,,,,,AK,99519,,,,,,,,,,,,33387.08,Kilometers,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,99519,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30002,BANNER GOOD SAMARITAN MEDICAL CENTER,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,AZ - Phoenix,19,50841.26,13620.78,11394.21,29,USCGeocoder,109.3759,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.32544379,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.4655137,-112.0875477,Relaxed,TwoThousandTen,,2620,,92601,0,38060,1002,1,1129,13,4,1,ResidenceStreetAddress,1111,,E,MCDOWELL,RD,,,,,,PHOENIX,AZ,85006,,,,,,,,,,,,,,,,,,1111,,E,MCDOWELL,RD,,,,,,PHOENIX,AZ,85006,,,,,,,,,,,,1111,,W,MCDOWELL,RD,,,,PHOENIX,AZ,85007,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,757107,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,AZ - Tucson,23,40455.17,11607.34,10349.26,30,USCGeocoder,109.3526,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.2523929,-110.8790086,Exact,TwoThousandTen,77000,8520,,93570,0,46060,2014,2,29.04,19,4,1,ResidenceStreetAddress,5301,,E,GRANT,RD,,,,,,TUCSON,AZ,85712,,,,,,,,,,,,,,,,,,5301,,E,GRANT,RD,,,,,,TUCSON,AZ,85712,,,,,,,,,,,,5301,,E,GRANT,RD,,,,TUCSON,AZ,85712,,,,,,,,,,,Pima,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1997144,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,AZ - Phoenix,12,70431.25,15241,14308.33,31,USCGeocoder,124.9872,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.7351669,-112.0295558,Relaxed,TwoThousandTen,16410,,,92193,0,39140,1012,1,20.01,25,4,1,ResidenceStreetAddress,269,,S,CANDY,LN,,,,,,COTTONWOOD,AZ,86326,,,,,,,,,,,,,,,,,,269,,S,CANDY,LN,,,,,,COTTONWOOD,AZ,86326,,,,,,,,,,,,269,,S,CANDY,LN,,,,COTTONWOOD,AZ,,,,,,,,,,,,Yavapai,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2620205,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,AZ - Tucson,17,45713.41,10902.88,8843.52,32,USCGeocoder,109.3779,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.2282034,-111.0000813,Exact,TwoThousandTen,77000,8520,,93570,0,46060,1000,1,44.15,19,4,1,ResidenceStreetAddress,1601,,W,SAINT MARYS,RD,,,,,,TUCSON,AZ,85745,,,,,,,,,,,,,,,,,,1601,,W,SAINT MARYS,RD,,,,,,TUCSON,AZ,85745,,,,,,,,,,,,1601,,W,SAINT MARYS,RD,,,,TUCSON,AZ,85745,,,,,,,,,,,Pima,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2040171,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30011,CARONDELET ST JOSEPHS HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,AZ - Tucson,23,48144.34,10128.56,8748.69,33,USCGeocoder,109.4164,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.2272142,-110.8556596,Exact,TwoThousandTen,77000,8520,,93570,0,46060,1007,1,40.68,19,4,1,ResidenceStreetAddress,350,,N,WILMOT,RD,,,,,,TUCSON,AZ,85711,,,,,,,,,,,,,,,,,,350,,N,WILMOT,RD,,,,,,TUCSON,AZ,85711,,,,,,,,,,,,350,,N,WILMOT,RD,,,,TUCSON,AZ,85711,,,,,,,,,,,Pima,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2040017,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,AZ - Phoenix,21,33973.85,12158.28,10473.47,34,USCGeocoder,125.0168,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.5589938,-112.4819002,Relaxed,TwoThousandTen,57380,,,92754,0,39140,2000,2,9,25,4,1,ResidenceStreetAddress,1003,,,WILLOW CREEK,RD,,,,,,PRESCOTT,AZ,86301,,,,,,,,,,,,,,,,,,1003,,,WILLOW CREEK,RD,,,,,,PRESCOTT,AZ,86301,,,,,,,,,,,,1003,,,WILLOW CREEK,RD,,,,PRESCOTT,AZ,,,,,,,,,,,,Yavapai,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2554239,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,AZ - Phoenix,29,49117.27,12107.96,11029.34,35,USCGeocoder,93.7759,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.6821475,-114.6353767,Relaxed,TwoThousandTen,85540,9360,,93978,0,49740,3006,3,10.04,27,4,1,ResidenceStreetAddress,2400,,S,A,,,,,,,YUMA,AZ,85364,,,,,,,,,,,,AVE,,,,,AVE,2400,,S,A,,,,,,,YUMA,AZ,85364,,,,,,,,,,,,2400,,S,A,,,,,YUMA,AZ,,,,,,,,,,,,Yuma,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2713486,,,AVE,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,AZ - Phoenix,12,35427.16,11483.5,9401.25,36,USCGeocoder,125.039,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.5694242,-112.0706136,Exact,TwoThousandTen,,2620,,92601,0,38060,2019,2,1046,13,4,1,ResidenceStreetAddress,250,,E,DUNLAP,AVE,,,,,,PHOENIX,AZ,85020,,,,,,,,,,,,,,,,,,250,,E,DUNLAP,AVE,,,,,,PHOENIX,AZ,85020,,,,,,,,,,,,250,,E,DUNLAP,AVE,,,,PHOENIX,AZ,85020,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1285490,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30016,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,AZ - Phoenix,16,40187.56,11782.5,8859.81,37,USCGeocoder,93.7714,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,181.2785237,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,32.88130561,-111.7109032,Relaxed,TwoThousandTen,10530,6200,,90510,0,38060,2029,2,14.05,21,4,1,ResidenceStreetAddress,1800,,E,FLORENCE,BLVD,,,,,,CASA GRANDE,AZ,85222,,,,,,,,,,,,,,,,,,1800,,E,FLORENCE,BLVD,,,,,,CASA GRANDE,AZ,85222,,,,,,,,,,,,1800,,E,Florence,Blvd,,,,Arizona City,AZ,85222,,,,5303,,,,,,,Pinal,181.28,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,2128947,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,AZ - Phoenix,18,58605.05,17799.22,15869.38,38,USCGeocoder,140.6568,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,35.2085843,-111.6450882,Exact,TwoThousandTen,23620,2620,,91198,0,22380,2028,2,2,5,4,1,ResidenceStreetAddress,1200,,N,BEAVER,ST,,,,,,FLAGSTAFF,AZ,86001,,,,,,,,,,,,,,,,,,1200,,N,BEAVER,ST,,,,,,FLAGSTAFF,AZ,86001,,,,,,,,,,,,1200,,N,BEAVER,ST,,,,flagstaff,AZ,86001,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6289,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30033,PAYSON REGIONAL MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,AZ - Phoenix,18,65297.38,12253.88,10700,39,USCGeocoder,140.6426,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.08284024,FeatureClassBased,ReturnAll,,AddressPoint,,,1,34.2303984,-111.3211111,Relaxed,TwoThousandTen,53700,,,92570,1,37740,2005,2,5,7,4,1,ResidenceStreetAddress,807,,S,PONDEROSA,DR,,,,,,PAYSON,AZ,85541,,,,,,,,,,,,,,,,,,807,,S,PONDEROSA,DR,,,,,,PAYSON,AZ,85541,,,,,,,,,,,,807,,S,PONDEROSA,ST,,,,PAYSON,AZ,85541,,,,,,,,,,,Gila,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,720961,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,30036,CHANDLER REGIONAL MEDICAL CENTER,475 SOUTH DOBSON ROAD,CHANDLER,AZ,85224,AZ - Mesa,20,66092.55,11307.1,9654.8,40,USCGeocoder,93.7493,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.2959356,-111.8740405,Exact,TwoThousandTen,,2620,,90561,0,38060,4008,4,5231.03,13,4,1,ResidenceStreetAddress,475,,S,DOBSON,RD,,,,,,CHANDLER,AZ,85224,,,,,,,,,,,,,,,,,,475,,S,DOBSON,RD,,,,,,CHANDLER,AZ,85224,,,,,,,,,,,,475,,S,DOBSON,RD,,,,CHANDLER,AZ,85224,,,,,,,,,,,Maricopa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1542698,,,,,,0,,,,,,
